t,x,y,z,accuracy
1487862094.158,18.6065673828125,-6.829833984375,-28.2562255859375,3.0
1487862094.175,18.46466064453125,-6.9732666015625,-28.11737060546875,3.0
1487862094.192,18.66302490234375,-6.23779296875,-27.923583984375,3.0
1487862094.209,18.9697265625,-5.11016845703125,-27.6275634765625,3.0
1487862094.2250001,18.646240234375,-5.00335693359375,-28.77349853515625,3.0
1487862094.242,18.46466064453125,-4.9407958984375,-29.42657470703125,3.0
1487862094.259,18.90869140625,-3.89862060546875,-28.41949462890625,3.0
1487862094.276,18.9666748046875,-3.75213623046875,-28.2867431640625,3.0
1487862094.293,18.12896728515625,-2.2308349609375,-31.060791015625,3.0
1487862094.309,17.55218505859375,-1.9012451171875,-31.14013671875,3.0
1487862094.326,15.7745361328125,-0.87738037109375,-31.3873291015625,3.0
1487862094.343,14.95513916015625,0.77056884765625,-31.8634033203125,3.0
1487862094.3600001,14.093017578125,2.51007080078125,-32.36846923828125,3.0
1487862094.377,14.5782470703125,1.03607177734375,-31.41937255859375,3.0
1487862094.3930001,14.764404296875,0.47760009765625,-31.060791015625,3.0
1487862094.41,14.764404296875,-1.49688720703125,-31.37664794921875,3.0
1487862094.427,14.764404296875,-1.5869140625,-31.44683837890625,3.0
1487862094.444,14.764404296875,-1.89208984375,-32.04193115234375,3.0
1487862094.46,15.26947021484375,-2.288818359375,-31.98699951171875,3.0
1487862094.477,16.278076171875,-3.07769775390625,-31.878662109375,3.0
1487862094.494,17.14935302734375,-3.17535400390625,-31.78253173828125,3.0
1487862094.511,17.791748046875,-3.2470703125,-31.7138671875,3.0
1487862094.528,16.82891845703125,-3.1097412109375,-31.0455322265625,3.0
1487862094.5440001,16.61529541015625,-3.07769775390625,-30.89752197265625,3.0
1487862094.561,16.278076171875,-2.40020751953125,-30.89752197265625,3.0
1487862094.578,16.58172607421875,-2.6458740234375,-30.95550537109375,3.0
1487862094.595,17.9595947265625,-3.75518798828125,-31.22406005859375,3.0
1487862094.612,17.67425537109375,-3.900146484375,-31.7779541015625,3.0
1487862094.628,17.2882080078125,-4.09393310546875,-32.53173828125,3.0
1487862094.645,18.51806640625,-4.20684814453125,-31.33544921875,3.0
1487862094.662,19.1375732421875,-4.2633056640625,-30.7342529296875,3.0
1487862094.6790001,19.1375732421875,-4.571533203125,-31.32476806640625,3.0
1487862094.695,19.146728515625,-4.5745849609375,-31.37664794921875,3.0
1487862094.7120001,19.4732666015625,-3.5858154296875,-31.060791015625,3.0
1487862094.729,19.427490234375,-3.81622314453125,-30.92803955078125,3.0
1487862094.746,19.305419921875,-4.43267822265625,-30.57098388671875,3.0
1487862094.763,19.64874267578125,-4.43267822265625,-30.401611328125,3.0
1487862094.779,19.97833251953125,-4.43267822265625,-30.242919921875,3.0
1487862094.796,19.97833251953125,-3.41033935546875,-29.74853515625,3.0
1487862094.813,19.97833251953125,-3.07769775390625,-29.58984375,3.0
1487862094.83,20.81451416015625,-4.595947265625,-31.7047119140625,3.0
1487862094.846,20.73822021484375,-4.803466796875,-31.48193359375,3.0
1487862094.863,20.14617919921875,-6.2957763671875,-29.75311279296875,3.0
1487862094.88,20.2667236328125,-5.4443359375,-29.86907958984375,3.0
1487862094.897,20.48187255859375,-3.924560546875,-30.07965087890625,3.0
1487862094.914,20.58258056640625,-3.8238525390625,-29.78515625,3.0
1487862094.93,20.6512451171875,-3.75518798828125,-29.58984375,3.0
1487862094.947,21.3592529296875,-4.1839599609375,-31.37969970703125,3.0
1487862094.964,21.49200439453125,-4.2633056640625,-31.7138671875,3.0
1487862094.981,20.14617919921875,-3.2470703125,-31.060791015625,3.0
1487862094.9980001,20.24993896484375,-3.0731201171875,-31.3629150390625,3.0
1487862095.014,20.6512451171875,-2.40020751953125,-32.53173828125,3.0
1487862095.0310001,19.59381103515625,-2.2491455078125,-33.11767578125,3.0
1487862095.048,18.29681396484375,-2.06146240234375,-33.83941650390625,3.0
1487862095.065,17.8314208984375,-1.5960693359375,-32.93609619140625,3.0
1487862095.081,17.6239013671875,-1.385498046875,-32.53173828125,3.0
1487862095.098,16.99371337890625,-2.3345947265625,-33.75396728515625,3.0
1487862095.115,16.9952392578125,-2.374267578125,-33.76007080078125,3.0
1487862095.132,17.791748046875,-1.89208984375,-32.36846923828125,3.0
1487862095.149,18.438720703125,-2.64434814453125,-32.415771484375,3.0
1487862095.165,19.97833251953125,-4.43267822265625,-32.53173828125,3.0
1487862095.182,19.073486328125,-4.79736328125,-32.53173828125,3.0
1487862095.1990001,18.29681396484375,-5.11016845703125,-32.53173828125,3.0
1487862095.216,17.77191162109375,-4.3182373046875,-33.0413818359375,3.0
1487862095.233,17.6239013671875,-4.09393310546875,-33.18634033203125,3.0
1487862095.249,20.14617919921875,-6.2957763671875,-33.0230712890625,3.0
1487862095.266,20.31402587890625,-6.3201904296875,-32.85980224609375,3.0
1487862095.283,21.32415771484375,-6.46514892578125,-31.878662109375,3.0
1487862095.3,20.6817626953125,-6.982421875,-32.00225830078125,3.0
1487862095.316,19.64111328125,-7.82012939453125,-32.2052001953125,3.0
1487862095.333,20.16754150390625,-8.77685546875,-32.51190185546875,3.0
1487862095.3500001,20.48187255859375,-9.34295654296875,-32.69500732421875,3.0
1487862095.367,19.4580078125,-9.490966796875,-31.98394775390625,3.0
1487862095.384,19.305419921875,-9.5123291015625,-31.878662109375,3.0
1487862095.4,21.32415771484375,-11.2060546875,-31.878662109375,3.0
1487862095.417,21.08917236328125,-10.9710693359375,-32.257080078125,3.0
1487862095.434,20.31402587890625,-10.1898193359375,-33.51287841796875,3.0
1487862095.451,20.5535888671875,-10.5926513671875,-32.81402587890625,3.0
1487862095.468,20.819091796875,-11.03668212890625,-32.04193115234375,3.0
1487862095.484,20.57647705078125,-10.06622314453125,-32.74383544921875,3.0
1487862095.501,20.48187255859375,-9.68170166015625,-33.0230712890625,3.0
1487862095.5180001,19.9981689453125,-9.844970703125,-31.610107421875,3.0
1487862095.535,20.03173828125,-9.79766845703125,-31.5765380859375,3.0
1487862095.551,20.6512451171875,-9.173583984375,-31.878662109375,3.0
1487862095.568,20.86639404296875,-9.50164794921875,-31.878662109375,3.0
1487862095.585,21.32415771484375,-10.1898193359375,-31.878662109375,3.0
1487862095.602,20.47119140625,-9.52301025390625,-31.97021484375,3.0
1487862095.619,19.81048583984375,-9.00421142578125,-32.04193115234375,3.0
1487862095.635,20.62225341796875,-9.55047607421875,-32.04193115234375,3.0
1487862095.652,20.819091796875,-9.68170166015625,-32.04193115234375,3.0
1487862095.6690001,20.31402587890625,-7.82012939453125,-32.8582763671875,3.0
1487862095.686,20.19805908203125,-7.647705078125,-32.9132080078125,3.0
1487862095.703,19.64111328125,-6.80389404296875,-33.18634033203125,3.0
1487862095.719,19.293212890625,-6.7352294921875,-33.25347900390625,3.0
1487862095.736,18.80035400390625,-6.634521484375,-33.349609375,3.0
1487862095.753,18.91021728515625,-5.633544921875,-33.4564208984375,3.0
1487862095.77,18.9697265625,-5.11016845703125,-33.51287841796875,3.0
1487862095.786,18.212890625,-4.9591064453125,-33.65936279296875,3.0
1487862095.803,18.10150146484375,-4.9072265625,-33.6761474609375,3.0
1487862095.82,16.78314208984375,-3.2470703125,-33.6761474609375,3.0
1487862095.8370001,16.9158935546875,-3.7384033203125,-33.89129638671875,3.0
1487862095.854,17.2882080078125,-5.11016845703125,-34.4940185546875,3.0
1487862095.8700001,17.2882080078125,-4.93927001953125,-33.502197265625,3.0
1487862095.887,17.2882080078125,-4.77142333984375,-32.53173828125,3.0
1487862095.904,17.413330078125,-6.16455078125,-34.36279296875,3.0
1487862095.921,17.4560546875,-6.634521484375,-34.98382568359375,3.0
1487862095.938,17.78717041015625,-7.6416015625,-34.66033935546875,3.0
1487862095.954,17.901611328125,-7.763671875,-34.40399169921875,3.0
1487862095.971,18.80035400390625,-8.6669921875,-32.36846923828125,3.0
1487862095.988,18.85986328125,-9.2041015625,-32.5408935546875,3.0
1487862096.005,18.9697265625,-10.1898193359375,-32.8582763671875,3.0
1487862096.0210001,19.36798095703125,-10.59417724609375,-33.24737548828125,3.0
1487862096.038,19.64111328125,-10.8673095703125,-33.51287841796875,3.0
1487862096.055,19.64111328125,-9.73358154296875,-32.965087890625,3.0
1487862096.072,19.64111328125,-9.5123291015625,-32.8582763671875,3.0
1487862096.089,20.9869384765625,-10.528564453125,-32.53173828125,3.0
1487862096.105,20.953369140625,-10.63079833984375,-32.3028564453125,3.0
1487862096.122,20.819091796875,-11.03668212890625,-31.3873291015625,3.0
1487862096.139,21.04034423828125,-11.4105224609375,-31.3140869140625,3.0
1487862096.1560001,21.32415771484375,-11.883544921875,-31.22406005859375,3.0
1487862096.172,20.2880859375,-11.07330322265625,-32.45391845703125,3.0
1487862096.1890001,19.81048583984375,-10.69793701171875,-33.0230712890625,3.0
1487862096.206,20.73974609375,-11.32354736328125,-31.21185302734375,3.0
1487862096.223,20.7794189453125,-11.30523681640625,-31.11419677734375,3.0
1487862096.24,19.97833251953125,-9.85107421875,-32.2052001953125,3.0
1487862096.256,20.65887451171875,-9.95025634765625,-32.58209228515625,3.0
1487862096.273,22.332763671875,-10.1898193359375,-33.51287841796875,3.0
1487862096.29,21.795654296875,-10.55145263671875,-33.1634521484375,3.0
1487862096.307,21.32415771484375,-10.8673095703125,-32.8582763671875,3.0
1487862096.3240001,20.41473388671875,-10.47515869140625,-32.98492431640625,3.0
1487862096.34,20.14617919921875,-10.35919189453125,-33.0230712890625,3.0
1487862096.357,20.48187255859375,-8.6669921875,-33.6761474609375,3.0
1487862096.374,20.32012939453125,-8.8287353515625,-33.65325927734375,3.0
1487862096.391,19.305419921875,-9.85107421875,-33.51287841796875,3.0
1487862096.407,19.56024169921875,-9.5947265625,-33.14056396484375,3.0
1487862096.424,19.97833251953125,-9.173583984375,-32.53173828125,3.0
1487862096.441,19.56024169921875,-8.75396728515625,-33.95233154296875,3.0
1487862096.458,19.305419921875,-8.49761962890625,-34.820556640625,3.0
1487862096.4750001,19.59381103515625,-8.7890625,-34.820556640625,3.0
1487862096.491,19.64111328125,-8.8348388671875,-34.820556640625,3.0
1487862096.5080001,19.1375732421875,-10.69793701171875,-34.002685546875,3.0
1487862096.525,19.1741943359375,-10.73760986328125,-33.59527587890625,3.0
1487862096.542,19.305419921875,-10.8673095703125,-32.2052001953125,3.0
1487862096.559,19.6990966796875,-12.060546875,-31.8206787109375,3.0
1487862096.575,20.14617919921875,-13.40789794921875,-31.3873291015625,3.0
1487862096.592,19.66705322265625,-13.40789794921875,-31.3873291015625,3.0
1487862096.609,19.4732666015625,-13.40789794921875,-31.3873291015625,3.0
1487862096.626,19.31304931640625,-13.2476806640625,-31.231689453125,3.0
1487862096.642,19.29168701171875,-13.32855224609375,-31.26068115234375,3.0
1487862096.659,19.1375732421875,-14.42413330078125,-31.7138671875,3.0
1487862096.676,19.08416748046875,-14.90631103515625,-31.35223388671875,3.0
1487862096.693,18.9697265625,-15.94696044921875,-30.57098388671875,3.0
1487862096.71,20.0042724609375,-16.61224365234375,-30.6610107421875,3.0
1487862096.726,20.819091796875,-17.132568359375,-30.7342529296875,3.0
1487862096.743,19.33441162109375,-17.8131103515625,-30.60302734375,3.0
1487862096.76,18.9697265625,-17.97943115234375,-30.57098388671875,3.0
1487862096.777,20.14617919921875,-18.1488037109375,-31.3873291015625,3.0
1487862096.7940001,20.0897216796875,-18.03741455078125,-31.44073486328125,3.0
1487862096.81,19.81048583984375,-17.4713134765625,-31.7138671875,3.0
1487862096.8270001,19.53582763671875,-17.333984375,-31.9793701171875,3.0
1487862096.844,19.1375732421875,-17.132568359375,-32.36846923828125,3.0
1487862096.861,18.8079833984375,-16.583251953125,-31.8359375,3.0
1487862096.877,18.63250732421875,-16.28570556640625,-31.55059814453125,3.0
1487862096.894,19.3817138671875,-15.53192138671875,-31.695556640625,3.0
1487862096.911,19.4793701171875,-15.4052734375,-31.7291259765625,3.0
1487862096.928,19.97833251953125,-12.8997802734375,-32.8582763671875,3.0
1487862096.945,19.71893310546875,-13.33465576171875,-32.5225830078125,3.0
1487862096.961,18.9697265625,-14.593505859375,-31.55059814453125,3.0
1487862096.978,18.71795654296875,-13.33160400390625,-31.46820068359375,3.0
1487862096.9950001,18.46466064453125,-12.05291748046875,-31.3873291015625,3.0
1487862097.012,17.840576171875,-11.42578125,-32.23419189453125,3.0
1487862097.029,17.6239013671875,-11.2060546875,-32.53173828125,3.0
1487862097.045,19.10858154296875,-12.03765869140625,-32.69195556640625,3.0
1487862097.062,18.98193359375,-11.82861328125,-32.81097412109375,3.0
1487862097.079,17.6239013671875,-9.85107421875,-33.83941650390625,3.0
1487862097.095,17.10052490234375,-9.326171875,-34.0087890625,3.0
1487862097.111,16.1102294921875,-8.3282470703125,-34.33074951171875,3.0
1487862097.128,15.716552734375,-8.13140869140625,-34.521484375,3.0
1487862097.145,15.43731689453125,-7.989501953125,-34.65728759765625,3.0
1487862097.162,15.85540771484375,-8.41064453125,-35.0616455078125,3.0
1487862097.1790001,15.9423828125,-8.49761962890625,-35.1470947265625,3.0
1487862097.195,16.78314208984375,-9.00421142578125,-34.98382568359375,3.0
1487862097.2120001,16.6534423828125,-9.06982421875,-34.60845947265625,3.0
1487862097.229,16.1102294921875,-9.34295654296875,-33.0230712890625,3.0
1487862097.246,15.43731689453125,-13.06915283203125,-34.65728759765625,3.0
1487862097.262,15.43731689453125,-13.06915283203125,-34.65728759765625,3.0
1487862097.279,15.777587890625,-11.5814208984375,-34.5458984375,3.0
1487862097.296,15.9423828125,-10.8673095703125,-34.4940185546875,3.0
1487862097.313,16.86859130859375,-11.4898681640625,-33.2916259765625,3.0
1487862097.33,16.998291015625,-11.55242919921875,-33.19244384765625,3.0
1487862097.346,18.12896728515625,-11.71417236328125,-33.349609375,3.0
1487862097.363,18.65234375,-11.474609375,-32.8399658203125,3.0
1487862097.38,19.97833251953125,-10.8673095703125,-31.55059814453125,3.0
1487862097.397,19.09637451171875,-10.8673095703125,-32.0648193359375,3.0
1487862097.414,18.29681396484375,-10.8673095703125,-32.53173828125,3.0
1487862097.43,19.1986083984375,-12.5579833984375,-33.15887451171875,3.0
1487862097.447,19.4732666015625,-13.06915283203125,-33.349609375,3.0
1487862097.464,18.46466064453125,-12.73040771484375,-31.7138671875,3.0
1487862097.481,18.5302734375,-12.70904541015625,-31.86492919921875,3.0
1487862097.497,18.9697265625,-12.56103515625,-32.8582763671875,3.0
1487862097.514,18.9697265625,-12.1826171875,-32.9803466796875,3.0
1487862097.5310001,18.9697265625,-11.5447998046875,-33.18634033203125,3.0
1487862097.548,17.93060302734375,-11.12823486328125,-33.38775634765625,3.0
1487862097.565,17.2882080078125,-10.8673095703125,-33.51287841796875,3.0
1487862097.581,18.29833984375,-9.84954833984375,-34.21478271484375,3.0
1487862097.598,18.46466064453125,-9.68170166015625,-34.33074951171875,3.0
1487862097.615,17.11883544921875,-9.00421142578125,-35.31036376953125,3.0
1487862097.632,17.41790771484375,-8.85467529296875,-35.01739501953125,3.0
1487862097.649,18.46466064453125,-8.3282470703125,-34.002685546875,3.0
1487862097.665,17.99468994140625,-7.85675048828125,-33.54644775390625,3.0
1487862097.682,17.4560546875,-7.31201171875,-33.0230712890625,3.0
1487862097.6990001,17.21649169921875,-7.31201171875,-33.7158203125,3.0
1487862097.716,17.11883544921875,-7.31201171875,-34.002685546875,3.0
1487862097.732,18.71337890625,-6.66961669921875,-34.002685546875,3.0
1487862097.749,18.54705810546875,-6.55059814453125,-34.01336669921875,3.0
1487862097.766,15.26947021484375,-5.44891357421875,-34.16748046875,3.0
1487862097.783,15.5853271484375,-5.3436279296875,-34.8846435546875,3.0
1487862097.8,16.278076171875,-5.11016845703125,-36.45477294921875,3.0
1487862097.816,15.52886962890625,-4.35638427734375,-37.00103759765625,3.0
1487862097.833,14.93377685546875,-3.75518798828125,-37.4359130859375,3.0
1487862097.8500001,14.26239013671875,-4.7027587890625,-36.260986328125,3.0
1487862097.867,14.093017578125,-4.9407958984375,-35.9649658203125,3.0
1487862097.884,15.60516357421875,-6.46514892578125,-36.45477294921875,3.0
1487862097.9,15.52276611328125,-7.2113037109375,-36.26708984375,3.0
1487862097.917,15.10162353515625,-11.03668212890625,-35.31036376953125,3.0
1487862097.934,15.3045654296875,-12.47406005859375,-34.979248046875,3.0
1487862097.951,15.60516357421875,-14.593505859375,-34.4940185546875,3.0
1487862097.967,16.25823974609375,-16.12701416015625,-32.80181884765625,3.0
1487862097.984,16.61529541015625,-16.96319580078125,-31.878662109375,3.0
1487862098.001,15.41748046875,-16.05987548828125,-32.45849609375,3.0
1487862098.0180001,15.28778076171875,-15.936279296875,-32.53936767578125,3.0
1487862098.035,17.11883544921875,-14.76287841796875,-33.349609375,3.0
1487862098.051,16.73583984375,-14.892578125,-33.306884765625,3.0
1487862098.068,15.60516357421875,-15.27099609375,-33.18634033203125,3.0
1487862098.085,16.1041259765625,-15.7745361328125,-32.861328125,3.0
1487862098.102,16.61529541015625,-16.28570556640625,-32.53173828125,3.0
1487862098.119,16.986083984375,-15.911865234375,-33.13446044921875,3.0
1487862098.135,17.11883544921875,-15.777587890625,-33.349609375,3.0
1487862098.152,16.29486083984375,-17.9351806640625,-31.58721923828125,3.0
1487862098.1690001,16.20941162109375,-17.91229248046875,-31.6802978515625,3.0
1487862098.186,15.60516357421875,-17.30194091796875,-32.8582763671875,3.0
1487862098.2020001,16.00799560546875,-17.24395751953125,-32.5775146484375,3.0
1487862098.219,16.78314208984375,-17.132568359375,-32.04193115234375,3.0
1487862098.236,17.3736572265625,-16.14227294921875,-32.04193115234375,3.0
1487862098.253,17.791748046875,-15.44036865234375,-32.04193115234375,3.0
1487862098.27,17.23480224609375,-14.60113525390625,-32.8521728515625,3.0
1487862098.286,17.11883544921875,-14.42413330078125,-33.0230712890625,3.0
1487862098.303,16.61529541015625,-12.56103515625,-33.83941650390625,3.0
1487862098.32,16.5496826171875,-12.432861328125,-33.77685546875,3.0
1487862098.3370001,16.278076171875,-11.883544921875,-33.51287841796875,3.0
1487862098.353,15.985107421875,-11.883544921875,-33.3709716796875,3.0
1487862098.3700001,15.60516357421875,-11.883544921875,-33.18634033203125,3.0
1487862098.387,15.7196044921875,-11.08245849609375,-34.6221923828125,3.0
1487862098.404,15.7745361328125,-10.69793701171875,-35.31036376953125,3.0
1487862098.421,16.082763671875,-9.765625,-36.21063232421875,3.0
1487862098.437,16.05682373046875,-9.552001953125,-36.25335693359375,3.0
1487862098.454,14.764404296875,-6.2957763671875,-35.31036376953125,3.0
1487862098.471,14.2913818359375,-5.43975830078125,-35.40191650390625,3.0
1487862098.488,13.0828857421875,-3.2470703125,-35.638427734375,3.0
1487862098.505,12.4664306640625,-1.9195556640625,-37.09259033203125,3.0
1487862098.5210001,11.90643310546875,-0.7080078125,-38.41705322265625,3.0
1487862098.538,13.1927490234375,1.10626220703125,-37.91656494140625,3.0
1487862098.555,13.58795166015625,1.6632080078125,-37.76397705078125,3.0
1487862098.572,13.0828857421875,0.13885498046875,-36.94610595703125,3.0
1487862098.588,12.97454833984375,-0.23040771484375,-37.1337890625,3.0
1487862098.605,12.24212646484375,-2.73895263671875,-38.41705322265625,3.0
1487862098.622,12.1795654296875,-3.05328369140625,-38.1134033203125,3.0
1487862098.639,12.07427978515625,-3.5858154296875,-37.59918212890625,3.0
1487862098.6560001,11.97052001953125,-3.89862060546875,-37.298583984375,3.0
1487862098.672,11.90643310546875,-4.09393310546875,-37.109375,3.0
1487862098.6890001,12.19329833984375,-6.41326904296875,-36.54937744140625,3.0
1487862098.706,12.24212646484375,-6.80389404296875,-36.45477294921875,3.0
1487862098.723,14.093017578125,-5.6182861328125,-36.29150390625,3.0
1487862098.74,13.90838623046875,-5.72967529296875,-36.2548828125,3.0
1487862098.756,13.25225830078125,-6.12640380859375,-36.12823486328125,3.0
1487862098.773,14.2547607421875,-6.5155029296875,-36.50360107421875,3.0
1487862098.79,15.43731689453125,-6.9732666015625,-36.94610595703125,3.0
1487862098.807,15.08331298828125,-5.66558837890625,-35.68115234375,3.0
1487862098.823,14.93377685546875,-5.11016845703125,-35.1470947265625,3.0
1487862098.84,15.88592529296875,-6.7108154296875,-35.76507568359375,3.0
1487862098.857,15.8538818359375,-6.76116943359375,-35.8642578125,3.0
1487862098.874,14.5965576171875,-6.12640380859375,-36.7828369140625,3.0
1487862098.891,14.75067138671875,-6.28204345703125,-36.73248291015625,3.0
1487862098.907,15.10162353515625,-6.634521484375,-36.61956787109375,3.0
1487862098.924,15.3778076171875,-6.170654296875,-37.2467041015625,3.0
1487862098.941,15.60516357421875,-5.78765869140625,-37.76397705078125,3.0
1487862098.958,15.7379150390625,-5.92193603515625,-37.115478515625,3.0
1487862098.9750001,15.7745361328125,-5.95703125,-36.94610595703125,3.0
1487862098.991,16.4459228515625,-4.9407958984375,-35.9649658203125,3.0
1487862099.0080001,16.2109375,-5.072021484375,-35.83831787109375,3.0
1487862099.025,14.93377685546875,-5.78765869140625,-35.1470947265625,3.0
1487862099.042,14.46685791015625,-5.3192138671875,-35.72998046875,3.0
1487862099.058,13.75579833984375,-4.60205078125,-36.61956787109375,3.0
1487862099.075,14.50653076171875,-3.4149169921875,-37.34893798828125,3.0
1487862099.092,14.93377685546875,-2.73895263671875,-37.76397705078125,3.0
1487862099.109,14.3402099609375,-2.14385986328125,-36.6119384765625,3.0
1487862099.126,14.2608642578125,-2.06146240234375,-36.45477294921875,3.0
1487862099.142,12.9150390625,0.64697265625,-38.09051513671875,3.0
1487862099.159,12.7105712890625,0.60577392578125,-38.2080078125,3.0
1487862099.176,12.07427978515625,0.47760009765625,-38.580322265625,3.0
1487862099.193,12.23602294921875,0.80413818359375,-38.262939453125,3.0
1487862099.21,12.40997314453125,1.15509033203125,-37.92724609375,3.0
1487862099.226,11.3128662109375,1.031494140625,-37.5701904296875,3.0
1487862099.243,10.8978271484375,0.9857177734375,-37.4359130859375,3.0
1487862099.26,12.5244140625,-2.94647216796875,-38.70086669921875,3.0
1487862099.277,12.5640869140625,-3.24554443359375,-38.78631591796875,3.0
1487862099.293,12.40997314453125,-4.9407958984375,-39.23492431640625,3.0
1487862099.31,12.68768310546875,-6.005859375,-39.0716552734375,3.0
1487862099.3270001,13.25225830078125,-8.15887451171875,-38.74359130859375,3.0
1487862099.344,13.15460205078125,-7.09381103515625,-37.90130615234375,3.0
1487862099.361,13.0828857421875,-6.2957763671875,-37.27264404296875,3.0
1487862099.377,14.86358642578125,-6.7108154296875,-37.67242431640625,3.0
1487862099.394,15.26947021484375,-6.80389404296875,-37.76397705078125,3.0
1487862099.411,11.90643310546875,-7.82012939453125,-37.76397705078125,3.0
1487862099.428,12.26348876953125,-8.1207275390625,-37.7044677734375,3.0
1487862099.444,13.92364501953125,-9.5123291015625,-37.4359130859375,3.0
1487862099.461,14.2059326171875,-9.65576171875,-37.1612548828125,3.0
1487862099.478,14.5965576171875,-9.85107421875,-36.7828369140625,3.0
1487862099.4950001,13.92822265625,-11.42120361328125,-37.21466064453125,3.0
1487862099.512,13.58795166015625,-12.2222900390625,-37.4359130859375,3.0
1487862099.528,14.34783935546875,-11.76300048828125,-36.39984130859375,3.0
1487862099.545,14.39971923828125,-11.7279052734375,-36.26251220703125,3.0
1487862099.562,13.25225830078125,-12.2222900390625,-35.1470947265625,3.0
1487862099.579,13.65509033203125,-11.9964599609375,-35.62774658203125,3.0
1487862099.596,14.764404296875,-11.37542724609375,-36.94610595703125,3.0
1487862099.612,14.42108154296875,-10.68572998046875,-36.44561767578125,3.0
1487862099.629,14.093017578125,-10.02044677734375,-35.9649658203125,3.0
1487862099.6460001,13.71307373046875,-9.63897705078125,-36.0870361328125,3.0
1487862099.663,13.58795166015625,-9.5123291015625,-36.12823486328125,3.0
1487862099.6790001,14.58740234375,-9.5123291015625,-36.45172119140625,3.0
1487862099.696,14.6728515625,-9.59014892578125,-36.45477294921875,3.0
1487862099.713,15.26947021484375,-10.1898193359375,-36.45477294921875,3.0
1487862099.73,15.14892578125,-9.59014892578125,-36.80267333984375,3.0
1487862099.747,14.93377685546875,-8.49761962890625,-37.4359130859375,3.0
1487862099.763,13.5284423828125,-6.47735595703125,-37.2406005859375,3.0
1487862099.78,12.579345703125,-5.11016845703125,-37.109375,3.0
1487862099.797,11.30828857421875,-4.400634765625,-38.06915283203125,3.0
1487862099.8140001,11.065673828125,-4.2633056640625,-38.2537841796875,3.0
1487862099.831,9.552001953125,-2.40020751953125,-38.74359130859375,3.0
1487862099.8470001,9.417724609375,-1.861572265625,-38.54827880859375,3.0
1487862099.864,8.87908935546875,0.3082275390625,-37.76397705078125,3.0
1487862099.881,8.1329345703125,0.3082275390625,-38.6322021484375,3.0
1487862099.898,7.19757080078125,0.3082275390625,-39.7247314453125,3.0
1487862099.914,7.88726806640625,0.53863525390625,-39.05181884765625,3.0
1487862099.931,8.2061767578125,0.64697265625,-38.74359130859375,3.0
1487862099.948,7.42645263671875,-2.64892578125,-40.71197509765625,3.0
1487862099.965,7.34100341796875,-2.94952392578125,-40.8294677734375,3.0
1487862099.982,6.86187744140625,-3.75518798828125,-40.05126953125,3.0
1487862099.9980001,6.61773681640625,-3.9031982421875,-39.81475830078125,3.0
1487862100.015,6.0211181640625,-4.2633056640625,-39.23492431640625,3.0
1487862100.032,7.0037841796875,-5.255126953125,-38.97247314453125,3.0
1487862100.049,7.8704833984375,-6.12640380859375,-38.74359130859375,3.0
1487862100.066,7.9986572265625,-7.82623291015625,-38.36517333984375,3.0
1487862100.082,8.038330078125,-8.3282470703125,-38.2537841796875,3.0
1487862100.099,9.552001953125,-9.85107421875,-38.74359130859375,3.0
1487862100.116,9.619140625,-10.01129150390625,-38.45672607421875,3.0
1487862100.1330001,10.05706787109375,-11.03668212890625,-36.61956787109375,3.0
1487862100.149,10.49957275390625,-10.97412109375,-36.187744140625,3.0
1487862100.1660001,11.2335205078125,-10.8673095703125,-35.47515869140625,3.0
1487862100.183,11.65008544921875,-10.8673095703125,-36.89117431640625,3.0
1487862100.2,11.90643310546875,-10.8673095703125,-37.76397705078125,3.0
1487862100.217,11.03515625,-9.698486328125,-36.9171142578125,3.0
1487862100.233,10.8978271484375,-9.5123291015625,-36.7828369140625,3.0
1487862100.25,11.065673828125,-9.68170166015625,-37.27264404296875,3.0
1487862100.267,11.2152099609375,-9.37957763671875,-36.90643310546875,3.0
1487862100.284,11.73858642578125,-8.3282470703125,-35.638427734375,3.0
1487862100.301,11.73858642578125,-8.17108154296875,-36.09466552734375,3.0
1487862100.317,11.73858642578125,-7.989501953125,-36.61956787109375,3.0
1487862100.334,12.3321533203125,-7.63092041015625,-37.19635009765625,3.0
1487862100.351,12.579345703125,-7.48138427734375,-37.4359130859375,3.0
1487862100.368,10.9832763671875,-7.48138427734375,-36.81488037109375,3.0
1487862100.384,10.78033447265625,-7.3883056640625,-36.6912841796875,3.0
1487862100.401,9.21630859375,-6.12640380859375,-35.47515869140625,3.0
1487862100.418,9.94873046875,-6.12640380859375,-36.28997802734375,3.0
1487862100.435,11.5692138671875,-6.12640380859375,-38.09051513671875,3.0
1487862100.4520001,10.357666015625,-5.657958984375,-38.1805419921875,3.0
1487862100.468,9.3841552734375,-5.279541015625,-38.2537841796875,3.0
1487862100.4850001,8.8470458984375,-2.31475830078125,-40.07568359375,3.0
1487862100.502,8.71124267578125,-1.55487060546875,-40.5426025390625,3.0
1487862100.519,8.71124267578125,-0.53863525390625,-38.580322265625,3.0
1487862100.536,8.47015380859375,-0.6744384765625,-38.397216796875,3.0
1487862100.552,7.19757080078125,-1.385498046875,-37.4359130859375,3.0
1487862100.569,7.666015625,-1.58843994140625,-38.2843017578125,3.0
1487862100.586,8.3740234375,-1.89208984375,-39.56146240234375,3.0
